"","Location","Store_Type","Product_Variety","Traffic","Store_Size","Staff_Efficiency","Store_Age","Competitor_Distance","Monthly_Promotions","Economic_Indicator","Marketing_Expense","Monthly_Sales","Location","Cost_Per_Customer","Sales_Per_Customer","x","x"
"388","Los Angeles","Electronics",710,2376,154,68.3,6,7,5,60,19000,348080,"Los Angeles",7.996632996633,146.498316498317,388,388
"389","Sacramento","Grocery",500,2764,391,70.8,1,12,6,96,37000,325580,"Sacramento",13.3863965267728,117.793053545586,389,389
"390","San Francisco","Electronics",279,1628,306,90.8,8,13,3,86.4,8000,242390,"San Francisco",4.91400491400491,148.888206388206,390,390
"391","Sacramento","Electronics",622,2282,65,91.9,11,12,7,101.7,32000,287030,"Sacramento",14.022787028922,125.780017528484,391,391
"392","Sacramento","Clothing",342,1774,228,81.4,6,12,6,98.9,35000,227300,"Sacramento",19.7294250281849,128.128523111612,392,392
"393","Sacramento","Grocery",697,3156,103,53.4,11,10,7,91.2,40000,343300,"Sacramento",12.6742712294043,108.776932826362,393,393
"394","Sacramento","Electronics",441,1810,84,50.2,11,11,5,120.3,13000,207520,"Sacramento",7.18232044198895,114.651933701657,394,394
"395","Palo Alto","Electronics",481,2160,95,75.9,5,10,6,109.6,28000,291800,"Palo Alto",12.962962962963,135.092592592593,395,395
"396","San Francisco","Electronics",677,2120,489,52.3,4,8,6,102.1,38000,394570,"San Francisco",17.9245283018868,186.117924528302,396,396
"397","San Francisco","Electronics",466,1554,122,63.6,27,11,5,107.3,22000,290230,"San Francisco",14.1570141570142,186.763191763192,397,397
"398","Los Angeles","Electronics",334,1567,499,57.4,11,9,4,90.3,6000,299800,"Los Angeles",3.82897255902999,191.320995532865,398,398
"399","Sacramento","Clothing",628,1378,104,67.2,12,2,7,94.6,40000,283500,"Sacramento",29.0275761973875,205.732946298984,399,399
"400","Los Angeles","Grocery",426,1916,278,75.5,15,11,3,77.9,12000,289200,"Los Angeles",6.26304801670146,150.939457202505,400,400
"401","San Francisco","Clothing",190,2033,449,56.3,17,7,5,104.5,28000,256920,"San Francisco",13.7727496310871,126.374815543532,401,401
"402","Palo Alto","Electronics",361,1497,270,85.1,15,9,5,99,14000,290110,"Palo Alto",9.35203740814963,193.794255177021,402,402
"403","San Francisco","Electronics",468,2277,371,79,22,13,5,115.5,24000,311080,"San Francisco",10.5401844532279,136.618357487923,403,403
"404","Los Angeles","Grocery",931,1867,325,74.3,29,8,7,98.2,48000,427450,"Los Angeles",25.7096946973755,228.950187466524,404,404
"405","Sacramento","Electronics",679,3144,133,69.6,11,17,8,96.8,50000,303720,"Sacramento",15.9033078880407,96.6030534351145,405,405
"406","San Francisco","Electronics",742,2079,313,86.6,21,6,6,103.3,33000,379180,"San Francisco",15.8730158730159,182.385762385762,406,406
"407","Sacramento","Grocery",787,1973,93,80.5,10,7,7,100.7,40000,307520,"Sacramento",20.273694880892,155.864166244298,407,407
"408","Sacramento","Electronics",387,2807,399,87.4,30,12,4,121.1,18000,353830,"Sacramento",6.41254007837549,126.052725329533,408,408
"409","Sacramento","Electronics",416,1135,295,52.2,21,12,3,92.1,7000,245210,"Sacramento",6.16740088105727,216.044052863436,409,409
"410","Sacramento","Grocery",550,1679,420,66.3,16,10,7,96.6,46000,341910,"Sacramento",27.3972602739726,203.639070875521,410,410
"411","Palo Alto","Grocery",550,1861,123,64.5,4,14,6,108.4,36000,283380,"Palo Alto",19.3444384739387,152.272971520688,411,411
"412","San Francisco","Clothing",762,1608,209,58.3,27,9,5,62.5,22000,398010,"San Francisco",13.681592039801,247.518656716418,412,412
"413","Sacramento","Electronics",624,1644,314,62.3,7,14,5,108.2,34000,396780,"Sacramento",20.6812652068127,241.350364963504,413,413
"414","Los Angeles","Electronics",150,2034,54,53.2,24,11,5,106.3,31000,107160,"Los Angeles",15.2409046214356,52.6843657817109,414,414
"415","Sacramento","Electronics",825,2567,132,55.8,11,10,8,93.6,49000,313330,"Sacramento",19.0884300740164,122.060771328399,415,415
"416","Palo Alto","Electronics",458,1201,449,81.5,9,11,7,100.8,41000,311910,"Palo Alto",34.1382181515404,259.708576186511,416,416
"417","San Francisco","Clothing",463,2099,190,55,27,10,7,105.3,40000,222450,"San Francisco",19.0566936636494,105.97903763697,417,417
"418","Palo Alto","Clothing",497,2768,447,67.8,8,7,7,97.7,41000,342200,"Palo Alto",14.8121387283237,123.627167630058,418,418
"419","Los Angeles","Clothing",562,1613,83,90.5,29,7,5,110.7,19000,260110,"Los Angeles",11.7792932424055,161.258524488531,419,419
"420","Sacramento","Electronics",594,1554,301,82.9,9,11,3,110,11000,294190,"Sacramento",7.07850707850708,189.311454311454,420,420
"421","San Francisco","Electronics",507,2174,252,50.6,15,16,6,86.7,33000,250710,"San Francisco",15.179392824287,115.321987120515,421,421
"422","Palo Alto","Grocery",681,2180,454,60.4,11,8,7,121.9,45000,432770,"Palo Alto",20.6422018348624,198.518348623853,422,422
"423","San Francisco","Clothing",632,1891,377,71.7,25,15,5,93.7,28000,374930,"San Francisco",14.806980433633,198.270756213644,423,423
"424","San Francisco","Electronics",449,1755,254,71.3,1,12,7,92.5,35000,297890,"San Francisco",19.9430199430199,169.737891737892,424,424
"425","San Francisco","Electronics",715,2247,415,78.2,25,12,6,78.1,36000,444850,"San Francisco",16.0213618157543,197.97507788162,425,425
"426","San Francisco","Grocery",527,1792,110,85.1,6,11,4,110.2,13000,282610,"San Francisco",7.25446428571429,157.706473214286,426,426
"427","Los Angeles","Clothing",488,1774,407,55.7,19,12,4,101.2,24000,352240,"Los Angeles",13.5287485907554,198.556933483653,427,427
"428","Palo Alto","Grocery",577,781,186,67,7,12,6,92.2,30000,310450,"Palo Alto",38.4122919334187,397.503201024328,428,428
"429","Palo Alto","Clothing",474,2602,434,88.4,11,14,5,99.2,18000,361950,"Palo Alto",6.91775557263643,139.104534973098,429,429
"430","Sacramento","Grocery",746,2134,195,72.1,15,12,6,61.4,43000,369000,"Sacramento",20.1499531396439,172.914714151828,430,430
"431","San Francisco","Grocery",639,2433,416,92,26,8,7,84.7,37000,356220,"San Francisco",15.2075626798192,146.411837237978,431,431
"432","Sacramento","Clothing",329,2510,425,90.2,18,5,8,113.5,50000,340770,"Sacramento",19.9203187250996,135.764940239044,432,432
"433","Palo Alto","Grocery",234,1624,310,81.1,1,9,5,96.6,24000,263870,"Palo Alto",14.7783251231527,162.481527093596,433,433
"434","Sacramento","Electronics",474,930,138,86.6,29,9,4,111.7,8000,303720,"Sacramento",8.60215053763441,326.58064516129,434,434
"435","Sacramento","Clothing",412,1913,281,65.9,8,7,6,92.1,29000,319700,"Sacramento",15.1594354417146,167.119707266074,435,435
"436","San Francisco","Clothing",561,2474,70,51,5,13,7,115.9,49000,253250,"San Francisco",19.8059822150364,102.364591754244,436,436
"437","Palo Alto","Clothing",600,2276,494,56.4,28,9,4,116.6,10000,407830,"Palo Alto",4.39367311072056,179.187170474517,437,437
"438","Palo Alto","Grocery",528,1422,217,51.9,7,12,7,100.7,40000,237300,"Palo Alto",28.1293952180028,166.877637130802,438,438
"439","San Francisco","Electronics",461,2342,283,80.6,16,3,7,96.4,44000,289610,"San Francisco",18.7873612297182,123.65926558497,439,439
"440","San Francisco","Clothing",658,2010,303,52.6,16,9,5,115.8,26000,357230,"San Francisco",12.9353233830846,177.726368159204,440,440
"441","San Francisco","Electronics",585,1760,485,52.3,27,11,4,86.6,11000,349040,"San Francisco",6.25,198.318181818182,441,441
"442","San Francisco","Clothing",657,1658,445,56.3,11,10,8,89.8,46000,438630,"San Francisco",27.7442702050663,264.553679131484,442,442
"443","Los Angeles","Electronics",262,2213,313,64.6,9,12,7,103.7,40000,250210,"Los Angeles",18.0750112968821,113.063714414822,443,443
"444","Palo Alto","Electronics",364,1585,235,93.3,22,9,4,115.3,22000,254570,"Palo Alto",13.8801261829653,160.611987381703,444,444
"445","Palo Alto","Clothing",384,2016,54,62.4,12,12,6,103.6,38000,169890,"Palo Alto",18.8492063492063,84.2708333333333,445,445
"446","Sacramento","Grocery",553,1325,409,63.5,11,8,6,103.7,39000,396700,"Sacramento",29.4339622641509,299.396226415094,446,446
"447","San Francisco","Clothing",466,1473,322,55.9,17,8,3,88.5,8000,258970,"San Francisco",5.43109300746775,175.811269517991,447,447
"448","Los Angeles","Grocery",543,1136,474,71.5,4,12,7,94.7,41000,375310,"Los Angeles",36.0915492957746,330.378521126761,448,448
"449","Palo Alto","Grocery",470,1706,51,79.9,11,11,6,97.4,36000,212000,"Palo Alto",21.1019929660023,124.267291910903,449,449
"450","Sacramento","Electronics",323,1999,351,78,25,12,7,95.2,48000,243870,"Sacramento",24.0120060030015,121.995997999,450,450
"451","Sacramento","Electronics",666,2370,187,74.8,29,8,8,94.9,45000,361830,"Sacramento",18.9873417721519,152.670886075949,451,451
"452","San Francisco","Grocery",340,1014,119,77.3,20,10,7,96.2,40000,168600,"San Francisco",39.4477317554241,166.272189349112,452,452
"453","Palo Alto","Clothing",332,2356,235,55.2,8,11,5,118.1,22000,237410,"Palo Alto",9.33786078098472,100.768251273345,453,453
"454","Los Angeles","Grocery",419,1974,272,54.8,22,7,6,103,29000,257880,"Los Angeles",14.6909827760892,130.63829787234,454,454
"455","Palo Alto","Clothing",392,2245,117,71.8,1,12,6,88.6,32000,221280,"Palo Alto",14.2538975501114,98.56570155902,455,455
"456","Palo Alto","Grocery",534,1737,280,61.3,26,13,6,84.4,35000,288180,"Palo Alto",20.1496833621186,165.906735751295,456,456
"457","Los Angeles","Electronics",442,2896,154,78.3,1,11,7,126,40000,281030,"Los Angeles",13.8121546961326,97.0407458563536,457,457
"458","Palo Alto","Clothing",622,1774,135,75.1,1,11,4,103.5,13000,249320,"Palo Alto",7.32807215332582,140.54114994363,458,458
"459","Sacramento","Grocery",495,1021,268,80.5,2,15,5,93.1,20000,315190,"Sacramento",19.588638589618,308.707149853085,459,459
"460","Sacramento","Clothing",709,3265,211,56.9,2,12,6,83.8,30000,381880,"Sacramento",9.18836140888208,116.961715160796,460,460
"461","Palo Alto","Electronics",639,1720,331,77,27,12,6,119,28000,341440,"Palo Alto",16.2790697674419,198.511627906977,461,461
"462","San Francisco","Electronics",338,2292,379,50.5,21,14,8,95.2,50000,323100,"San Francisco",21.8150087260035,140.968586387435,462,462
"463","Palo Alto","Clothing",382,1594,313,80.6,13,7,7,102.7,47000,235530,"Palo Alto",29.4855708908407,147.76035131744,463,463
"464","Sacramento","Grocery",589,2044,487,89,16,12,5,91.3,19000,363920,"Sacramento",9.29549902152642,178.043052837573,464,464
"465","Palo Alto","Clothing",474,2163,207,69.8,18,9,6,114.2,34000,265670,"Palo Alto",15.7189089227924,122.824780397596,465,465
"466","Sacramento","Clothing",546,1439,321,65.1,5,9,4,84.6,14000,301740,"Sacramento",9.72897845726199,209.687282835302,466,466
"467","Sacramento","Electronics",567,2483,179,54.5,25,6,6,108.6,39000,296220,"Sacramento",15.7068062827225,119.299234796617,467,467
"468","San Francisco","Grocery",654,2792,254,74.5,11,14,4,88.7,10000,342550,"San Francisco",3.58166189111748,122.689828080229,468,468
"469","Los Angeles","Electronics",594,2047,62,69.8,23,11,3,86.8,12000,302610,"Los Angeles",5.86223742061553,147.830972154372,469,469
"470","Los Angeles","Electronics",375,2241,120,62.1,24,9,7,98.2,48000,224510,"Los Angeles",21.4190093708166,100.182954038376,470,470
"471","Palo Alto","Electronics",639,1037,474,80.7,22,13,8,91.8,48000,396600,"Palo Alto",46.2873674059788,382.4493731919,471,471
"472","Palo Alto","Electronics",285,1994,329,87.6,11,10,5,107.6,26000,301090,"Palo Alto",13.0391173520562,150.997993981946,472,472
"473","Los Angeles","Grocery",446,1757,310,68.2,8,7,7,94.4,38000,261330,"Los Angeles",21.6277746158224,148.736482640865,473,473
"474","Los Angeles","Grocery",579,2040,435,82.4,2,14,6,98.6,32000,331350,"Los Angeles",15.6862745098039,162.426470588235,474,474
"475","San Francisco","Grocery",419,1323,260,60.3,29,12,4,106.7,14000,282880,"San Francisco",10.5820105820106,213.817082388511,475,475
"476","Sacramento","Clothing",217,1985,224,74.4,14,12,3,76.7,7000,241720,"Sacramento",3.5264483627204,121.773299748111,476,476
"477","Sacramento","Electronics",665,2012,329,78.4,23,9,5,110.7,20000,416660,"Sacramento",9.9403578528827,207.087475149105,477,477
"478","Palo Alto","Grocery",289,2419,69,69.3,11,5,4,108.6,17000,156120,"Palo Alto",7.02769739561802,64.5390657296403,478,478
"479","Los Angeles","Electronics",260,1467,147,71.9,27,14,6,95.8,35000,151120,"Los Angeles",23.8582140422631,103.012951601909,479,479
"480","San Francisco","Electronics",485,1775,463,52.6,25,7,6,102.9,27000,389190,"San Francisco",15.2112676056338,219.261971830986,480,480
"481","Sacramento","Clothing",275,1702,327,50.8,22,8,4,103.8,18000,204740,"Sacramento",10.5757931844888,120.293772032902,481,481
"482","San Francisco","Clothing",523,1596,462,83.9,25,11,5,99.8,26000,377780,"San Francisco",16.2907268170426,236.704260651629,482,482
"483","San Francisco","Grocery",504,2366,463,90.8,10,13,5,101.3,27000,402530,"San Francisco",11.4116652578191,170.13102282333,483,483
"484","Los Angeles","Electronics",857,1751,109,58.4,12,13,6,104.4,26000,355240,"Los Angeles",14.8486579097658,202.878355225585,484,484
"485","Sacramento","Electronics",614,2352,60,71.2,18,8,8,75.9,49000,275950,"Sacramento",20.8333333333333,117.325680272109,485,485
"486","San Francisco","Electronics",340,2359,261,81,14,10,5,112.3,15000,223440,"San Francisco",6.35862653666808,94.7181008902077,486,486
"487","Sacramento","Clothing",275,2045,185,92.2,28,8,7,87.6,43000,234710,"Sacramento",21.0268948655257,114.772616136919,487,487
"488","Sacramento","Clothing",383,2541,183,71.5,12,10,7,79.2,42000,202560,"Sacramento",16.5289256198347,79.7166469893743,488,488
"489","Sacramento","Electronics",363,2443,222,53.7,28,18,4,123.1,6000,194530,"Sacramento",2.4559967253377,79.6275071633238,489,489
"490","Sacramento","Grocery",470,2605,490,85.3,17,9,5,100.9,21000,398880,"Sacramento",8.06142034548944,153.120921305182,490,490
"491","Palo Alto","Grocery",430,2572,337,55.9,30,9,6,92.3,32000,300070,"Palo Alto",12.4416796267496,116.667962674961,491,491
"492","Sacramento","Grocery",506,2239,273,55.7,30,10,7,104,44000,298680,"Sacramento",19.65163019205,133.398838767307,492,492
"493","Los Angeles","Electronics",398,2078,71,77.1,3,11,6,111.7,32000,214010,"Los Angeles",15.3994225216554,102.988450433109,493,493
"494","Palo Alto","Grocery",610,1711,283,60.8,7,10,5,92.5,12000,338100,"Palo Alto",7.01344243132671,197.60374050263,494,494
"495","Los Angeles","Grocery",554,1978,53,80.8,18,16,4,98.4,6000,205500,"Los Angeles",3.03336703741153,103.892821031345,495,495
"496","San Francisco","Clothing",740,2028,62,78.9,11,12,4,82.4,19000,338840,"San Francisco",9.36883629191322,167.080867850099,496,496
"497","Sacramento","Clothing",660,2647,398,69.9,24,7,7,108.5,38000,375030,"Sacramento",14.3558745749906,141.681148469966,497,497
"498","San Francisco","Electronics",651,1407,347,55,29,10,4,136,14000,371490,"San Francisco",9.9502487562189,264.029850746269,498,498
"499","San Francisco","Clothing",575,2041,491,79.3,9,9,6,100.3,35000,394710,"San Francisco",17.1484566389025,193.390494855463,499,499
"500","Palo Alto","Clothing",279,2739,280,64.5,6,15,3,77.3,10000,268290,"Palo Alto",3.65096750638919,97.9518072289157,500,500
"501","Sacramento","Clothing",603,1642,374,94.6,7,14,3,131.3,8000,401360,"Sacramento",4.8721071863581,244.433617539586,501,501
"502","Sacramento","Grocery",472,2223,146,52.1,19,9,7,91.8,48000,218270,"Sacramento",21.5924426450742,98.187134502924,502,502
"503","Los Angeles","Electronics",398,1740,213,80.8,27,11,3,86.2,7000,242330,"Los Angeles",4.02298850574713,139.270114942529,503,503
"504","Los Angeles","Grocery",420,1977,354,77.5,6,10,6,101.2,26000,306390,"Los Angeles",13.151239251391,154.977238239757,504,504
"505","San Francisco","Grocery",618,2110,500,68.4,14,4,8,89.5,42000,366290,"San Francisco",19.9052132701422,173.597156398104,505,505
"506","Sacramento","Clothing",713,2024,460,72.4,27,15,5,92.3,32000,436220,"Sacramento",15.8102766798419,215.52371541502,506,506
"507","Palo Alto","Electronics",587,1823,450,60.4,4,11,5,102.2,18000,386730,"Palo Alto",9.87383433900164,212.13933077345,507,507
"508","San Francisco","Electronics",400,1968,250,64.4,9,13,3,119.2,7000,261420,"San Francisco",3.55691056910569,132.835365853659,508,508
"509","San Francisco","Electronics",417,2393,69,78.5,29,7,5,105.7,23000,260500,"San Francisco",9.61136648558295,108.859172586711,509,509
"510","Los Angeles","Grocery",422,2396,95,59.3,6,6,5,102.1,17000,260980,"Los Angeles",7.09515859766277,108.923205342237,510,510
"511","Sacramento","Electronics",492,1896,337,72,3,12,7,91.1,38000,274290,"Sacramento",20.042194092827,144.667721518987,511,511
"512","Los Angeles","Grocery",571,1757,489,87.6,20,7,5,96.8,27000,391140,"Los Angeles",15.3671030165054,222.618099032442,512,512
"513","San Francisco","Grocery",497,2062,66,51,28,7,5,99.5,22000,189480,"San Francisco",10.6692531522793,91.8913676042677,513,513
"514","Los Angeles","Electronics",617,1573,488,73.8,20,11,5,93.6,26000,370940,"Los Angeles",16.5289256198347,235.816910362365,514,514
"515","Los Angeles","Grocery",727,1136,202,90.9,16,12,6,97,31000,387670,"Los Angeles",27.2887323943662,341.258802816901,515,515
"516","Sacramento","Grocery",381,1732,134,93.4,7,14,6,98.3,26000,188080,"Sacramento",15.0115473441109,108.591224018476,516,516
"517","San Francisco","Clothing",374,1083,250,71.3,24,6,3,123.4,8000,257470,"San Francisco",7.38688827331487,237.737765466297,517,517
"518","Palo Alto","Grocery",448,2338,287,70.9,9,11,4,105.1,15000,320810,"Palo Alto",6.41573994867408,137.215568862275,518,518
"519","San Francisco","Grocery",497,2440,375,92.3,4,5,7,80,47000,321770,"San Francisco",19.2622950819672,131.872950819672,519,519
"520","Sacramento","Grocery",465,2983,367,50,19,10,7,98.2,49000,277210,"Sacramento",16.4264163593698,92.9299363057325,520,520
"521","Sacramento","Electronics",355,2179,242,67.1,24,8,3,90.4,9000,265090,"Sacramento",4.13033501606241,121.656723267554,521,521
"522","Sacramento","Electronics",542,540,223,63.8,23,9,5,118.8,27000,308750,"Sacramento",50,571.759259259259,522,522
"523","Palo Alto","Grocery",692,1429,478,94,3,6,5,101.2,26000,400430,"Palo Alto",18.1945416375087,280.216934919524,523,523
"524","San Francisco","Clothing",434,1348,421,70.4,3,14,7,94.2,36000,358370,"San Francisco",26.7062314540059,265.853115727003,524,524
"525","Sacramento","Clothing",407,1681,383,56.9,17,13,5,102.9,28000,274940,"Sacramento",16.656751933373,163.55740630577,525,525
"526","Los Angeles","Clothing",532,2254,430,75.5,10,15,7,76,50000,395450,"Los Angeles",22.1827861579414,175.443655723159,526,526
"527","Sacramento","Grocery",562,1547,365,60.6,2,8,7,89.9,47000,366100,"Sacramento",30.3813833225598,236.651583710407,527,527
"528","Palo Alto","Electronics",606,2756,209,93.6,14,8,4,116.6,11000,279560,"Palo Alto",3.99129172714078,101.436865021771,528,528
"529","San Francisco","Grocery",673,2129,259,94.7,8,9,7,100.3,34000,339770,"San Francisco",15.9699389384688,159.59135744481,529,529
"530","Palo Alto","Grocery",273,1373,373,90,24,10,5,114.4,14000,234150,"Palo Alto",10.1966496722505,170.53896576839,530,530
"531","Palo Alto","Clothing",321,2434,230,79.4,15,7,7,96,39000,216230,"Palo Alto",16.0230073952342,88.8373048479869,531,531
"532","Sacramento","Grocery",504,2180,391,70.3,6,12,6,86.6,33000,309870,"Sacramento",15.1376146788991,142.142201834862,532,532
"533","San Francisco","Electronics",461,1638,199,65.6,18,10,6,84.4,35000,275100,"San Francisco",21.3675213675214,167.948717948718,533,533
"534","Palo Alto","Electronics",666,1850,257,58,19,8,5,96.7,26000,350720,"Palo Alto",14.0540540540541,189.578378378378,534,534
"535","San Francisco","Grocery",686,1736,489,51.8,8,8,6,94.1,34000,406820,"San Francisco",19.5852534562212,234.34331797235,535,535
"536","San Francisco","Electronics",341,2364,344,58.7,28,14,5,110,12000,281470,"San Francisco",5.0761421319797,119.065143824027,536,536
"537","San Francisco","Clothing",461,2281,483,72.9,6,11,5,123.3,30000,384910,"San Francisco",13.1521262604121,168.746163963174,537,537
"538","San Francisco","Electronics",596,2743,157,87,30,9,5,75.2,24000,346770,"San Francisco",8.74954429456799,126.419978126139,538,538
"539","Los Angeles","Electronics",596,1229,311,85.2,18,13,4,94.3,14000,323540,"Los Angeles",11.3913751017087,263.254678600488,539,539
"540","Palo Alto","Grocery",275,2606,397,79,12,8,8,105.6,45000,278440,"Palo Alto",17.2678434382195,106.845740598619,540,540
"541","Palo Alto","Clothing",694,2668,51,83,21,13,3,94.1,12000,335760,"Palo Alto",4.49775112443778,125.847076461769,541,541
"542","San Francisco","Clothing",509,2374,120,94.3,1,7,4,96.1,17000,236310,"San Francisco",7.1609098567818,99.5408593091828,542,542
"543","San Francisco","Clothing",499,1405,198,51.8,17,1,7,77.6,35000,299420,"San Francisco",24.9110320284698,213.110320284698,543,543
"544","Sacramento","Clothing",499,2300,186,57.3,23,11,5,85.1,19000,271330,"Sacramento",8.26086956521739,117.969565217391,544,544
"545","San Francisco","Clothing",492,1844,86,64.3,23,9,5,113.1,25000,260850,"San Francisco",13.5574837310195,141.458785249458,545,545
"546","Los Angeles","Clothing",788,1754,221,52.3,26,12,6,108,33000,337010,"Los Angeles",18.8141391106043,192.137970353478,546,546
"547","Los Angeles","Grocery",713,2563,221,59.2,11,1,7,109.9,33000,318090,"Los Angeles",12.8755364806867,124.108466640655,547,547
"548","Sacramento","Electronics",916,2490,440,51.6,21,9,5,109.2,25000,430080,"Sacramento",10.0401606425703,172.722891566265,548,548
"549","San Francisco","Electronics",367,2542,269,84.6,19,9,4,90.5,10000,227890,"San Francisco",3.933910306845,89.6498819826908,549,549
"550","Palo Alto","Grocery",521,2552,471,94.4,15,11,6,60.8,22000,403890,"Palo Alto",8.62068965517241,158.264106583072,550,550
"551","San Francisco","Clothing",492,2177,394,60.6,29,9,8,96.8,50000,287830,"San Francisco",22.9673863114378,132.214056040423,551,551
"552","San Francisco","Clothing",386,1857,64,64.7,22,16,7,87.3,41000,199300,"San Francisco",22.0786214324179,107.323640280022,552,552
"553","San Francisco","Electronics",366,1793,103,91.9,8,10,8,76,50000,202620,"San Francisco",27.8862242052426,113.006134969325,553,553
"554","San Francisco","Electronics",472,1892,370,78.5,27,13,5,105.4,20000,295100,"San Francisco",10.5708245243129,155.972515856237,554,554
"555","Los Angeles","Grocery",432,1875,217,94.1,9,14,6,97,30000,240400,"Los Angeles",16,128.213333333333,555,555
"556","Palo Alto","Electronics",520,1307,446,60.3,27,14,6,86.8,36000,348620,"Palo Alto",27.5439938791125,266.732976281561,556,556
"557","Palo Alto","Clothing",576,2045,122,57.1,23,11,6,98.6,32000,243550,"Palo Alto",15.6479217603912,119.095354523227,557,557
"558","Sacramento","Electronics",629,2236,456,65.4,5,3,8,118.7,50000,342740,"Sacramento",22.3613595706619,153.282647584973,558,558
"559","Palo Alto","Grocery",691,2134,311,56.3,22,8,4,93.1,21000,390030,"Palo Alto",9.8406747891284,182.769447047798,559,559
"560","Sacramento","Clothing",541,1613,198,74.7,6,11,7,79,42000,291290,"Sacramento",26.0384376937384,180.58896466212,560,560
"561","Los Angeles","Clothing",507,2126,83,65.7,19,3,5,106.8,16000,232630,"Los Angeles",7.52587017873942,109.421448730009,561,561
"562","Sacramento","Electronics",703,1860,362,71.1,16,14,7,74.7,45000,394610,"Sacramento",24.1935483870968,212.155913978495,562,562
"563","Sacramento","Electronics",606,2429,55,50.4,26,12,5,102.4,21000,264970,"Sacramento",8.64553314121038,109.086043639358,563,563
"564","San Francisco","Clothing",338,1582,295,80.6,22,9,7,82.3,41000,266760,"San Francisco",25.9165613147914,168.621997471555,564,564
"565","Los Angeles","Clothing",468,2753,60,90.4,2,12,6,123.6,31000,211540,"Los Angeles",11.2604431529241,76.8398111151471,565,565
"566","Los Angeles","Grocery",571,2412,405,72.6,22,11,5,85,19000,376630,"Los Angeles",7.87728026533997,156.148424543947,566,566
"567","Palo Alto","Clothing",502,1904,471,56.3,30,15,5,74.6,22000,317090,"Palo Alto",11.5546218487395,166.538865546218,567,567
"568","Palo Alto","Grocery",764,1540,491,73.3,1,9,7,99.8,49000,415600,"Palo Alto",31.8181818181818,269.87012987013,568,568
"569","Los Angeles","Clothing",638,3111,222,73,11,10,6,114.1,34000,282790,"Los Angeles",10.9289617486339,90.9000321440051,569,569
"570","Los Angeles","Grocery",449,1991,60,52.3,17,4,6,131.6,32000,191460,"Los Angeles",16.0723254645907,96.162732295329,570,570
"571","Los Angeles","Electronics",338,1625,79,67.7,17,10,5,111.3,23000,162110,"Los Angeles",14.1538461538462,99.76,571,571
"572","Los Angeles","Electronics",567,1793,329,71.7,22,12,5,82,13000,370180,"Los Angeles",7.25041829336308,206.458449525934,572,572
"573","Palo Alto","Electronics",423,1277,270,65.6,20,10,5,111.1,21000,278990,"Palo Alto",16.4447924823806,218.472983555208,573,573
"574","San Francisco","Grocery",589,2193,174,66.6,19,3,5,111.2,22000,269450,"San Francisco",10.031919744642,122.868217054264,574,574
"575","Palo Alto","Clothing",498,2273,87,59,25,6,6,96.1,36000,257230,"Palo Alto",15.8380994280686,113.167619885614,575,575
"576","Sacramento","Grocery",310,1538,118,94.9,3,6,6,105,32000,162950,"Sacramento",20.8062418725618,105.949284785436,576,576
"577","Palo Alto","Grocery",704,1891,146,58.3,11,5,5,107.9,27000,310290,"Palo Alto",14.2781597038604,164.087784241142,577,577
"578","Sacramento","Electronics",625,1983,238,60.9,11,16,5,98.3,24000,327960,"Sacramento",12.1028744326778,165.385779122542,578,578
"579","Sacramento","Grocery",747,1783,403,77.9,7,4,6,101.6,28000,383430,"Sacramento",15.703869882221,215.047672462142,579,579
"580","San Francisco","Grocery",388,2108,336,80.4,28,8,5,102.8,24000,254070,"San Francisco",11.3851992409867,120.526565464896,580,580
"581","Palo Alto","Clothing",631,2336,122,83,24,13,8,127.7,43000,332070,"Palo Alto",18.4075342465753,142.153253424658,581,581
"582","Los Angeles","Grocery",454,1128,488,58,30,14,5,110.4,13000,386020,"Los Angeles",11.5248226950355,342.216312056738,582,582
"583","Palo Alto","Grocery",308,2033,247,59.1,3,12,7,82.2,37000,263840,"Palo Alto",18.1997048696508,129.778652238072,583,583
"584","Los Angeles","Grocery",568,2542,496,64.4,4,11,4,93.2,18000,422240,"Los Angeles",7.08103855232101,166.105428796223,584,584
"585","Los Angeles","Electronics",649,1358,248,56.8,1,14,6,88.8,31000,324370,"Los Angeles",22.8276877761414,238.858615611193,585,585
"586","Los Angeles","Electronics",414,1952,230,53.5,1,5,8,116.2,49000,268320,"Los Angeles",25.1024590163934,137.459016393443,586,586
"587","San Francisco","Clothing",804,1505,363,59,2,8,4,103.5,11000,389150,"San Francisco",7.30897009966777,258.571428571429,587,587
"588","Sacramento","Clothing",466,1437,306,80.4,1,6,5,96.6,21000,334290,"Sacramento",14.6137787056367,232.630480167015,588,588
"589","Los Angeles","Electronics",441,1732,268,66.9,16,6,3,105.2,13000,251570,"Los Angeles",7.50577367205543,145.248267898383,589,589
"590","Palo Alto","Clothing",563,2304,315,85.4,9,7,6,81.9,34000,318200,"Palo Alto",14.7569444444444,138.107638888889,590,590
"591","Los Angeles","Electronics",717,1254,493,75,18,8,4,82.5,16000,426620,"Los Angeles",12.7591706539075,340.207336523126,591,591
"592","San Francisco","Electronics",475,1866,216,83.3,21,13,6,114.4,33000,285010,"San Francisco",17.6848874598071,152.738478027867,592,592
"593","Los Angeles","Grocery",339,1984,387,64.1,23,10,7,95.4,48000,242270,"Los Angeles",24.1935483870968,122.11189516129,593,593
